,id,case_number,date,block,iucr,primary_type,description,location_description,arrest,domestic,beat,district,ward,community_area,fbi_code,x_coordinate,y_coordinate,year,updated_on,latitude,longitude,location
256,14000820,JJ455510,2025-10-17T17:25:00.000,010XX W MADISON ST,1210,DECEPTIVE PRACTICE,THEFT OF LABOR / SERVICES,RESTAURANT,False,False,1232,12,34,28,11,1169299.0,1900207.0,2025,2025-10-25T15:43:27.000,41.881680634,-87.65379659,"
,  
(41.881680634, -87.65379659)"
257,14000784,JJ455449,2025-10-17T17:24:00.000,072XX S CARPENTER ST,0810,THEFT,OVER $500,APARTMENT,False,False,733,7,17,68,06,1170565.0,1856840.0,2025,2025-10-25T15:43:27.000,41.762649738,-87.650413609,"
,  
(41.762649738, -87.650413609)"
258,14000962,JJ455460,2025-10-17T17:15:00.000,048XX W CHICAGO AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,False,False,1531,15,37,25,04B,1144029.0,1904874.0,2025,2025-10-25T15:43:27.000,41.894999013,-87.746470784,"
,  
(41.894999013, -87.746470784)"
259,14000777,JJ455458,2025-10-17T17:15:00.000,038XX W ARMITAGE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,2535,25,26,22,15,1150558.0,1913015.0,2025,2025-10-25T15:43:27.000,41.917213656,-87.722278299,"
,  
(41.917213656, -87.722278299)"
260,14000933,JJ455452,2025-10-17T17:14:00.000,009XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1813,18,2,7,06,1169689.0,1910843.0,2025,2025-10-25T15:43:27.000,41.910858013,-87.652054407,"
,  
(41.910858013, -87.652054407)"
261,14000803,JJ455451,2025-10-17T17:06:00.000,049XX S PULASKI RD,0530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,AUTO / BOAT / RV DEALERSHIP,True,False,815,8,14,57,04A,1150529.0,1871661.0,2025,2025-10-25T15:43:27.000,41.803733918,-87.723464103,"
,  
(41.803733918, -87.723464103)"
262,14001873,JJ456508,2025-10-17T17:00:00.000,016XX N BOSWORTH AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1433,14,32,24,14,1165742.0,1910930.0,2025,2025-10-25T15:43:27.000,41.91118186,-87.666551732,"
,  
(41.91118186, -87.666551732)"
263,14002354,JJ456023,2025-10-17T17:00:00.000,036XX S NORMAL AVE,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,915,9,11,60,06,1173556.0,1880832.0,2025,2025-10-25T15:43:27.000,41.828420609,-87.638740646,"
,  
(41.828420609, -87.638740646)"
264,14000814,JJ455438,2025-10-17T17:00:00.000,003XX W SWANN ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,925,9,3,37,08B,1174857.0,1874069.0,2025,2025-10-25T15:43:27.000,41.809833362,-87.63416932,"
,  
(41.809833362, -87.63416932)"
265,14001855,JJ456602,2025-10-17T17:00:00.000,011XX W 62ND ST,0820,THEFT,$500 AND UNDER,STREET,False,False,712,7,16,68,06,1169873.0,1863687.0,2025,2025-10-25T15:43:27.000,41.7814538,-87.652751307,"
,  
(41.7814538, -87.652751307)"
266,14001347,JJ455993,2025-10-17T17:00:00.000,068XX W DIVERSEY AVE,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,STREET,False,False,2512,25,36,18,06,1130177.0,1917853.0,2025,2025-10-25T15:43:27.000,41.9308638,-87.797048373,"
,  
(41.9308638, -87.797048373)"
267,14004872,JJ460396,2025-10-17T17:00:00.000,057XX S WABASH AVE,0810,THEFT,OVER $500,STREET,False,False,232,2,20,40,06,1177691.0,1867079.0,2025,2025-10-25T15:43:27.000,41.790588412,-87.623986286,"
,  
(41.790588412, -87.623986286)"
268,14001803,JJ456619,2025-10-17T17:00:00.000,008XX N NOBLE ST,0810,THEFT,OVER $500,RESIDENCE,False,False,1213,12,27,24,06,1166908.0,1905674.0,2025,2025-10-25T15:43:27.000,41.896734097,-87.662419273,"
,  
(41.896734097, -87.662419273)"
269,14001685,JJ456417,2025-10-17T17:00:00.000,036XX W 55TH ST,0810,THEFT,OVER $500,STREET,False,False,822,8,23,62,06,1152860.0,1867886.0,2025,2025-10-25T15:43:27.000,41.793329066,-87.715014651,"
,  
(41.793329066, -87.715014651)"
270,14002680,JJ457430,2025-10-17T17:00:00.000,086XX S RACINE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,613,6,17,71,06,1169829.0,1847596.0,2025,2025-10-25T15:43:27.000,41.737298961,-87.653378911,"
,  
(41.737298961, -87.653378911)"
271,14002350,JJ457206,2025-10-17T17:00:00.000,016XX S CLARK ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,131,1,11,33,07,1175771.0,1892296.0,2025,2025-10-25T15:43:27.000,41.859829267,-87.630269741,"
,  
(41.859829267, -87.630269741)"
272,14002275,JJ457117,2025-10-17T17:00:00.000,045XX N ALBANY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - YARD (FRONT / BACK),False,False,1724,17,33,14,14,1154896.0,1930016.0,2025,2025-10-25T15:43:27.000,41.963779705,-87.705883176,"
,  
(41.963779705, -87.705883176)"
273,14003342,JJ458494,2025-10-17T17:00:00.000,042XX S MORGAN ST,0890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,False,False,925,9,11,61,06,1170350.0,1876579.0,2025,2025-10-25T15:43:27.000,41.816820487,-87.650627126,"
,  
(41.816820487, -87.650627126)"
274,14004864,JJ460382,2025-10-17T17:00:00.000,025XX N CLYBOURN AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,1931,19,32,7,05,1164202.0,1916718.0,2025,2025-10-25T15:43:27.000,41.927097215,-87.672045195,"
,  
(41.927097215, -87.672045195)"
275,14007604,JJ463586,2025-10-17T17:00:00.000,036XX N RECREATION DR,0810,THEFT,OVER $500,OTHER (SPECIFY),False,False,1925,19,46,6,06,,,2025,2025-10-25T15:43:27.000,,,
276,14001562,JJ456311,2025-10-17T17:00:00.000,047XX S ASHLAND AVE,0460,BATTERY,SIMPLE,STREET,False,False,931,9,20,61,08B,1166467.0,1873388.0,2025,2025-10-25T15:43:27.000,41.808147803,-87.664961971,"
,  
(41.808147803, -87.664961971)"
277,14001370,JJ456048,2025-10-17T17:00:00.000,021XX W WALNUT ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1223,12,27,28,07,1162201.0,1901658.0,2025,2025-10-25T15:43:27.000,41.885813569,-87.679819615,"
,  
(41.885813569, -87.679819615)"
278,14001463,JJ456069,2025-10-17T17:00:00.000,030XX S DR MARTIN LUTHER KING JR DR,0710,THEFT,THEFT FROM MOTOR VEHICLE,STREET,False,False,133,1,4,35,06,1179408.0,1885031.0,2025,2025-10-25T15:43:27.000,41.83981113,-87.617141911,"
,  
(41.83981113, -87.617141911)"
279,14001582,JJ456113,2025-10-17T17:00:00.000,071XX S EAST END AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,324,3,7,43,06,1188772.0,1857899.0,2025,2025-10-25T15:43:27.000,41.765139692,-87.583649033,"
,  
(41.765139692, -87.583649033)"
280,14002687,JJ457695,2025-10-17T17:00:00.000,011XX S HOMAN AVE,0810,THEFT,OVER $500,CTA BUS,False,False,1133,11,24,29,06,1153884.0,1894590.0,2025,2025-10-25T15:43:27.000,41.866587978,-87.710549815,"
,  
(41.866587978, -87.710549815)"
281,14008074,JJ463872,2025-10-17T16:59:00.000,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,2,8,06,,,2025,2025-10-25T15:43:27.000,,,
282,14000709,JJ455388,2025-10-17T16:55:00.000,001XX S WELLS ST,0460,BATTERY,SIMPLE,STREET,True,False,122,1,42,32,08B,1174758.0,1899553.0,2025,2025-10-25T15:43:27.000,41.879765656,-87.633771052,"
,  
(41.879765656, -87.633771052)"
283,14001109,JJ455548,2025-10-17T16:55:00.000,0000X E WASHINGTON ST,0460,BATTERY,SIMPLE,RESTAURANT,False,False,111,1,34,32,08B,1176884.0,1900830.0,2025,2025-10-25T15:43:27.000,41.883221997,-87.625926112,"
,  
(41.883221997, -87.625926112)"
284,14001040,JJ455401,2025-10-17T16:50:00.000,018XX S CENTRAL PARK AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,True,1014,10,24,29,08A,1152671.0,1890538.0,2025,2025-10-25T15:43:27.000,41.855492886,-87.71511001,"
,  
(41.855492886, -87.71511001)"
285,14001106,JJ455543,2025-10-17T16:50:00.000,002XX N STATE ST,0479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",SIDEWALK,False,False,111,1,42,32,04B,1176327.0,1901797.0,2025,2025-10-25T15:43:27.000,41.885888079,-87.627942238,"
,  
(41.885888079, -87.627942238)"
286,14000923,JJ455402,2025-10-17T16:50:00.000,012XX N WELLS ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,1821,18,2,8,04B,1174490.0,1908441.0,2025,2025-10-25T15:43:27.000,41.904160813,-87.634489295,"
,  
(41.904160813, -87.634489295)"
287,14000778,JJ455437,2025-10-17T16:50:00.000,030XX S HARDING AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1031,10,22,30,08B,1150525.0,1884108.0,2025,2025-10-25T15:43:27.000,41.837890287,-87.723154592,"
,  
(41.837890287, -87.723154592)"
288,14000786,JJ455419,2025-10-17T16:50:00.000,0000X W 79TH ST,0460,BATTERY,SIMPLE,CTA PLATFORM,True,False,623,6,6,44,08B,1177483.0,1852629.0,2025,2025-10-25T15:43:27.000,41.750940757,-87.625185222,"
,  
(41.750940757, -87.625185222)"
289,14000841,JJ455432,2025-10-17T16:46:00.000,063XX S MAY ST,2027,NARCOTICS,POSSESS - CRACK,ALLEY,True,False,724,7,16,68,18,1169737.0,1862828.0,2025,2025-10-25T15:43:27.000,41.779099554,-87.65327482,"
,  
(41.779099554, -87.65327482)"
290,14000935,JJ455407,2025-10-17T16:36:00.000,065XX S MARSHFIELD AVE,0454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",SIDEWALK,False,False,725,7,15,67,08B,1166449.0,1861372.0,2025,2025-10-25T15:43:27.000,41.775174826,-87.665370412,"
,  
(41.775174826, -87.665370412)"
291,14000887,JJ455581,2025-10-17T16:30:00.000,099XX S DR MARTIN LUTHER KING JR DR,0460,BATTERY,SIMPLE,GOVERNMENT BUILDING / PROPERTY,False,False,511,5,8,49,08B,1180653.0,1839365.0,2025,2025-10-25T15:43:27.000,41.714470571,-87.613975119,"
,  
(41.714470571, -87.613975119)"
292,14000796,JJ455363,2025-10-17T16:30:00.000,104XX S AVENUE L,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,True,False,432,4,10,52,04A,1201837.0,1836354.0,2025,2025-10-25T15:43:27.000,41.705696272,-87.536494167,"
,  
(41.705696272, -87.536494167)"
293,14000967,JJ455370,2025-10-17T16:30:00.000,002XX W NORTH AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,1814,18,2,7,03,1174280.0,1910990.0,2025,2025-10-25T15:43:27.000,41.911160085,-87.635184465,"
,  
(41.911160085, -87.635184465)"
294,14001603,JJ456050,2025-10-17T16:30:00.000,0000X E OHIO ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESTAURANT,False,False,1834,18,42,8,11,1176753.0,1904212.0,2025,2025-10-25T15:43:27.000,41.892505345,-87.626304822,"
,  
(41.892505345, -87.626304822)"
295,14001442,JJ456101,2025-10-17T16:30:00.000,037XX W BELMONT AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,2523,25,35,21,07,1150881.0,1921019.0,2025,2025-10-25T15:43:27.000,41.939170997,-87.720881536,"
,  
(41.939170997, -87.720881536)"
296,14001512,JJ455361,2025-10-17T16:27:00.000,083XX S JUSTINE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,614,6,18,71,14,1167563.0,1849525.0,2025,2025-10-25T15:43:27.000,41.742641244,-87.661625734,"
,  
(41.742641244, -87.661625734)"
297,14000978,JJ455353,2025-10-17T16:26:00.000,009XX N LONG AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,1524,15,37,25,04B,1140147.0,1905568.0,2025,2025-10-25T15:43:27.000,41.896975411,-87.760711524,"
,  
(41.896975411, -87.760711524)"
298,14000949,JJ455454,2025-10-17T16:22:00.000,068XX S UNION AVE,1710,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE / HEALTH OF CHILD,APARTMENT,False,True,723,7,6,68,20,1172916.0,1859607.0,2025,2025-10-25T15:43:27.000,41.770191176,-87.6417153,"
,  
(41.770191176, -87.6417153)"
299,14000715,JJ455397,2025-10-17T16:22:00.000,008XX W CORNELIA AVE,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1924,19,44,6,06,1169856.0,1923450.0,2025,2025-10-25T15:43:27.000,41.945448584,-87.651072393,"
,  
(41.945448584, -87.651072393)"
300,14000794,JJ455331,2025-10-17T16:21:00.000,044XX S PRAIRIE AVE,0485,BATTERY,AGGRAVATED OF A CHILD,STREET,False,True,215,2,3,38,04B,1178784.0,1875596.0,2025,2025-10-25T15:43:27.000,41.813935009,-87.61971928,"
,  
(41.813935009, -87.61971928)"
301,14000747,JJ455357,2025-10-17T16:20:00.000,033XX W BELMONT AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1733,17,35,21,06,1153368.0,1921084.0,2025,2025-10-25T15:43:27.000,41.939300241,-87.711739358,"
,  
(41.939300241, -87.711739358)"
302,14001111,JJ455364,2025-10-17T16:19:00.000,001XX S WELLS ST,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,122,1,42,32,04B,1174758.0,1899553.0,2025,2025-10-25T15:43:27.000,41.879765656,-87.633771052,"
,  
(41.879765656, -87.633771052)"
303,14000963,JJ455394,2025-10-17T16:19:00.000,037XX W EASTWOOD AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,1723,17,33,14,08A,1150475.0,1930638.0,2025,2025-10-25T15:43:27.000,41.965574202,-87.72212158,"
,  
(41.965574202, -87.72212158)"
304,14000859,JJ455537,2025-10-17T16:18:00.000,001XX W VAN BUREN ST,0460,BATTERY,SIMPLE,STREET,False,False,122,1,34,32,08B,1175191.0,1898502.0,2025,2025-10-25T15:43:27.000,41.876871952,-87.632212678,"
,  
(41.876871952, -87.632212678)"
305,14000845,JJ455410,2025-10-17T16:17:00.000,014XX E 67TH ST,502R,OTHER OFFENSE,VEHICLE TITLE / REGISTRATION OFFENSE,STREET,True,False,321,3,5,42,26,1186909.0,1860854.0,2025,2025-10-25T15:43:27.000,41.773292825,-87.590383827,"
,  
(41.773292825, -87.590383827)"
306,14000844,JJ455335,2025-10-17T16:17:00.000,007XX E 82ND ST,0560,ASSAULT,SIMPLE,ALLEY,False,False,631,6,6,44,08A,1182901.0,1850799.0,2025,2025-10-25T15:43:27.000,41.745794957,-87.605387935,"
,  
(41.745794957, -87.605387935)"
307,14001928,JJ456673,2025-10-17T16:15:00.000,001XX W JACKSON BLVD,0460,BATTERY,SIMPLE,RESTAURANT,False,False,122,1,34,32,08B,1175454.0,1898968.0,2025,2025-10-25T15:43:27.000,41.878144785,-87.631233035,"
,  
(41.878144785, -87.631233035)"
308,14000770,JJ455383,2025-10-17T16:15:00.000,017XX S MORGAN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,False,True,1235,12,25,31,08A,1170152.0,1891852.0,2025,2025-10-25T15:43:27.000,41.858735307,-87.650908318,"
,  
(41.858735307, -87.650908318)"
309,14000971,JJ455347,2025-10-17T16:10:00.000,015XX N KEELER AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,ALLEY,False,False,2534,25,36,23,04A,1148100.0,1909940.0,2025,2025-10-25T15:43:27.000,41.908823257,-87.731388379,"
,  
(41.908823257, -87.731388379)"
310,14001666,JJ456326,2025-10-17T16:06:00.000,040XX S RICHMOND ST,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,921,9,12,58,03,1157347.0,1877447.0,2025,2025-10-25T15:43:27.000,41.819475978,-87.698302053,"
,  
(41.819475978, -87.698302053)"
311,14000767,JJ455354,2025-10-17T16:05:00.000,100XX S CRANDON AVE,0460,BATTERY,SIMPLE,STREET,False,False,431,4,7,51,08B,1193483.0,1838955.0,2025,2025-10-25T15:43:27.000,41.713041732,-87.567000428,"
,  
(41.713041732, -87.567000428)"
312,14000813,JJ455334,2025-10-17T16:04:00.000,046XX W DIVERSEY AVE,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2521,25,31,20,06,1144875.0,1918210.0,2025,2025-10-25T15:43:27.000,41.931578463,-87.743026506,"
,  
(41.931578463, -87.743026506)"
313,14000721,JJ455435,2025-10-17T16:00:00.000,012XX N ARTESIAN AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,DRUG STORE,False,False,1423,14,26,24,11,1159851.0,1908119.0,2025,2025-10-25T15:43:27.000,41.903591885,-87.688270928,"
,  
(41.903591885, -87.688270928)"
314,14000670,JJ455291,2025-10-17T16:00:00.000,034XX W ADDISON ST,0760,BURGLARY,BURGLARY FROM MOTOR VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1732,17,35,21,06,1152637.0,1923718.0,2025,2025-10-25T15:43:27.000,41.946542649,-87.714356095,"
,  
(41.946542649, -87.714356095)"
315,14001720,JJ456389,2025-10-17T16:00:00.000,011XX N DEARBORN ST,0870,THEFT,POCKET-PICKING,APARTMENT,False,False,1824,18,2,8,06,1175730.0,1907920.0,2025,2025-10-25T15:43:27.000,41.902703354,-87.629950194,"
,  
(41.902703354, -87.629950194)"
316,14000693,JJ455284,2025-10-17T16:00:00.000,024XX W MONTROSE AVE,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,False,False,1911,19,47,5,26,1158860.0,1929140.0,2025,2025-10-25T15:43:27.000,41.961295335,-87.691332906,"
,  
(41.961295335, -87.691332906)"
317,14001044,JJ455387,2025-10-17T16:00:00.000,052XX W MADISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1522,15,37,25,06,1141512.0,1899523.0,2025,2025-10-25T15:43:27.000,41.880362084,-87.755847438,"
,  
(41.880362084, -87.755847438)"
318,14000946,JJ455497,2025-10-17T16:00:00.000,078XX S INGLESIDE AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,624,6,8,69,08B,1183921.0,1853254.0,2025,2025-10-25T15:43:27.000,41.752507994,-87.601573991,"
,  
(41.752507994, -87.601573991)"
319,14006610,JJ461347,2025-10-17T16:00:00.000,013XX N LONG AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,2532,25,37,25,06,1140044.0,1908236.0,2025,2025-10-25T15:43:27.000,41.904298606,-87.761024461,"
,  
(41.904298606, -87.761024461)"
320,14005980,JJ461063,2025-10-17T16:00:00.000,008XX S WABASH AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,123,1,4,32,06,1176918.0,1896566.0,2025,2025-10-25T15:43:27.000,41.871520566,-87.625930316,"
,  
(41.871520566, -87.625930316)"
321,14001637,JJ456354,2025-10-17T16:00:00.000,034XX W 72ND ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,831,8,17,66,14,1154647.0,1856654.0,2025,2025-10-25T15:43:27.000,41.762471301,-87.708760961,"
,  
(41.762471301, -87.708760961)"
322,14003364,JJ458475,2025-10-17T16:00:00.000,105XX S PULASKI RD,0560,ASSAULT,SIMPLE,RESIDENCE,False,True,2211,22,19,74,08A,1151537.0,1834463.0,2025,2025-10-25T15:43:27.000,41.701636615,-87.720738582,"
,  
(41.701636615, -87.720738582)"
323,14001420,JJ456118,2025-10-17T16:00:00.000,054XX W FOSTER AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1623,16,45,11,07,1139291.0,1934056.0,2025,2025-10-25T15:43:27.000,41.975165052,-87.763159635,"
,  
(41.975165052, -87.763159635)"
324,14001625,JJ455542,2025-10-17T16:00:00.000,017XX W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,OTHER (SPECIFY),False,False,611,6,17,71,14,1165946.0,1852305.0,2025,2025-10-25T15:43:27.000,41.750304448,-87.667471642,"
,  
(41.750304448, -87.667471642)"
325,14000975,JJ455566,2025-10-17T16:00:00.000,032XX S ASHLAND AVE,0460,BATTERY,SIMPLE,APARTMENT,False,False,912,9,12,59,08B,1166196.0,1883206.0,2025,2025-10-25T15:43:27.000,41.835095227,-87.665676113,"
,  
(41.835095227, -87.665676113)"
326,14001491,JJ456239,2025-10-17T15:59:00.000,034XX S HALSTED ST,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,BANK,False,False,913,9,11,60,11,1171531.0,1882112.0,2025,2025-10-25T15:43:27.000,41.831977734,-87.646132596,"
,  
(41.831977734, -87.646132596)"
327,14000769,JJ455293,2025-10-17T15:57:00.000,076XX N PAULINA ST,1330,CRIMINAL TRESPASS,TO LAND,CTA PLATFORM,True,False,2422,24,49,1,26,1163657.0,1950509.0,2025,2025-10-25T15:43:27.000,42.019832544,-87.673090871,"
,  
(42.019832544, -87.673090871)"
328,14007989,JJ463954,2025-10-17T15:55:00.000,045XX S LA CROSSE AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,814,8,22,56,05,,,2025,2025-10-25T15:43:27.000,,,
329,14002000,JJ465166,2025-10-17T15:55:00.000,038XX N FREMONT ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,1923,19,46,6,06,1169575.0,1925758.0,2025,2025-10-25T15:43:27.000,41.951787958,-87.652037805,"
,  
(41.951787958, -87.652037805)"
330,14000795,JJ455313,2025-10-17T15:55:00.000,013XX E 53RD ST,0820,THEFT,$500 AND UNDER,DEPARTMENT STORE,False,False,234,2,4,41,06,1185977.0,1870393.0,2025,2025-10-25T15:43:27.000,41.799490663,-87.593499384,"
,  
(41.799490663, -87.593499384)"
331,14001385,JJ455416,2025-10-17T15:50:00.000,112XX S VERNON AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,531,5,9,49,08A,1181244.0,1830527.0,2025,2025-10-25T15:43:27.000,41.690204352,-87.612081729,"
,  
(41.690204352, -87.612081729)"
332,14000870,JJ455463,2025-10-17T15:47:00.000,004XX N ORLEANS ST,0460,BATTERY,SIMPLE,STREET,False,False,1831,18,42,8,08B,1173848.0,1903389.0,2025,2025-10-25T15:43:27.000,41.890312178,-87.636998121,"
,  
(41.890312178, -87.636998121)"
333,14001082,JJ455608,2025-10-17T15:41:00.000,072XX S ABERDEEN ST,0460,BATTERY,SIMPLE,STREET,False,False,733,7,17,68,08B,1170233.0,1856899.0,2025,2025-10-25T15:43:27.000,41.762818868,-87.651628726,"
,  
(41.762818868, -87.651628726)"
334,14000880,JJ455298,2025-10-17T15:40:00.000,050XX N KENNETH AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1712,17,39,14,08B,1145783.0,1933195.0,2025,2025-10-25T15:43:27.000,41.972681352,-87.739308038,"
,  
(41.972681352, -87.739308038)"
335,14000846,JJ455255,2025-10-17T15:39:00.000,014XX W 63RD ST,0545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",STREET,False,False,713,7,16,67,08A,1167639.0,1862965.0,2025,2025-10-25T15:43:27.000,41.779520772,-87.660962362,"
,  
(41.779520772, -87.660962362)"
336,14001985,JJ455948,2025-10-17T15:35:00.000,104XX S PROSPECT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,,False,False,2212,22,19,72,11,1167548.0,1835530.0,2025,2025-10-25T15:43:27.000,41.704237156,-87.662080534,"
,  
(41.704237156, -87.662080534)"
337,14000707,JJ455261,2025-10-17T15:35:00.000,029XX W ADDISON ST,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,1733,17,33,21,06,1155975.0,1923781.0,2025,2025-10-25T15:43:27.000,41.946648722,-87.702084879,"
,  
(41.946648722, -87.702084879)"
338,14002868,JJ457131,2025-10-17T15:35:00.000,001XX S Ashland Ave,0810,THEFT,OVER $500,RESIDENCE - PORCH / HALLWAY,False,False,1224,12,34,28,06,1165777.0,1899437.0,2025,2025-10-25T15:43:27.000,41.87964349,-87.666751182,"
,  
(41.87964349, -87.666751182)"
339,14000830,JJ455482,2025-10-17T15:34:00.000,0000X N CENTRAL AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,False,False,1522,15,29,25,08A,1139048.0,1899810.0,2025,2025-10-25T15:43:27.000,41.88119479,-87.764888143,"
,  
(41.88119479, -87.764888143)"
340,14000750,JJ455380,2025-10-17T15:30:00.000,037XX W BELMONT AVE,0460,BATTERY,SIMPLE,ALLEY,False,False,2523,25,35,21,08B,1150731.0,1921016.0,2025,2025-10-25T15:43:27.000,41.939165704,-87.721432909,"
,  
(41.939165704, -87.721432909)"
341,14006664,JJ462471,2025-10-17T15:30:00.000,015XX N DAMEN AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA STATION,False,False,1424,14,1,24,11,1162781.0,1910371.0,2025,2025-10-25T15:43:27.000,41.909710574,-87.677445129,"
,  
(41.909710574, -87.677445129)"
342,14000735,JJ455340,2025-10-17T15:30:00.000,065XX N HIAWATHA AVE,0460,BATTERY,SIMPLE,SCHOOL - PUBLIC GROUNDS,False,False,1621,16,45,12,08B,1139575.0,1942878.0,2025,2025-10-25T15:43:27.000,41.999368114,-87.7618988,"
,  
(41.999368114, -87.7618988)"
343,14003343,JJ458379,2025-10-17T15:30:00.000,008XX W 122ND ST,0460,BATTERY,SIMPLE,SIDEWALK,False,False,524,5,21,53,08B,1173027.0,1823952.0,2025,2025-10-25T15:43:27.000,41.672346354,-87.642357425,"
,  
(41.672346354, -87.642357425)"
344,14000677,JJ455249,2025-10-17T15:28:00.000,063XX N LINCOLN AVE,0810,THEFT,OVER $500,SIDEWALK,False,False,1711,17,50,13,06,1151882.0,1941769.0,2025,2025-10-25T15:43:27.000,41.996090657,-87.716653658,"
,  
(41.996090657, -87.716653658)"
345,28919,JJ455198,2025-10-17T15:28:00.000,015XX S HOMAN AVE,0110,HOMICIDE,FIRST DEGREE MURDER,YARD,False,False,1021,10,24,29,01A,1153948.0,1892323.0,2025,2025-10-25T15:43:27.000,41.860365804,-87.710375253,"
,  
(41.860365804, -87.710375253)"
346,14000763,JJ455343,2025-10-17T15:26:00.000,049XX W FERDINAND ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,STREET,True,False,1532,15,37,25,18,1143327.0,1902878.0,2025,2025-10-25T15:43:27.000,41.889534902,-87.749098991,"
,  
(41.889534902, -87.749098991)"
347,14000799,JJ455305,2025-10-17T15:22:00.000,009XX W RANDOLPH ST,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1224,12,27,28,06,1169980.0,1901223.0,2025,2025-10-25T15:43:27.000,41.884453785,-87.651266342,"
,  
(41.884453785, -87.651266342)"
